fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9253,Early Childhood Education Program,13033000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9254,Violence Reduction Program,6594025
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9255,Homeless Services for Youth,1540979
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9259,Summer Programs,24058112
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9261,Children's Advocacy Center,1050000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9262,Earned Income Tax Credit,850000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9263,Homeless Services,21549069
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9267,Flexible Housing Pool,6000000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9291,Legal Protection Fund,1550000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9299,Gender Based Violence Services,1000000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9438,For Services Provided by the Department of Fleet and Facilities Management,154105
LOCAL,0B93,Houseshare Surcharge - Homeless Services Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9263,Homeless Services,13708000
LOCAL,0B94,Houseshare Surcharge - Domestic Violence Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0135,For Delegate Agencies,10177040
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0005,Salaries and Wages - on Payroll,20530140
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0012,Contract Wage Increment - Prevailing Rate,7120
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0015,Schedule Salary Adjustments,184009
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0020,Overtime,355000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0091,Uniform Allowance,10000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0130,Postage,255436
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0138,For Professional Services for Information Technology Maintenance,4121243
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6161484
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0149,For Software Maintenance and Licensing,6458328
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0152,Advertising,2400
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,9684407
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0159,Lease Purchase Agreements for Equipment and Machinery,83415
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0161,"Operation, Repair or Maintenance of Facilities",170000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0162,Repair/Maintenance of Equipment,251538
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0166,"Dues, Subscriptions and Memberships",23022
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0169,Technical Meeting Costs,58550
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0178,Freight and Express Charges,14000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0181,Mobile Communication Services,3240000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0186,Pagers,400
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0189,Telephone - Non-Centrex Billings,690800
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0190,Telephone - Centrex Billings,92000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0196,Data Circuits,1632000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,27000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0245,Reimbursement to Travelers,42000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0320,Gasoline,60000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0330,Food,59580
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0338,"License Sticker, Tag and Plates",3524
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,2236785
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0342,"Drugs, Medicine and Chemical Materials",25600
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0348,Books and Related Material,500
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0350,Stationery and Office Supplies,573890
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0360,Repair Parts and Material,326500
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0422,Office Machines,2000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0424,Furniture and Furnishings,200000
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9067,For Physical Exams,2486176
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9295,Consent Decree,3739930
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9438,For Services Provided by the Department of Fleet and Facilities Management,20000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0005,Salaries and Wages - on Payroll,12699474
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0012,Contract Wage Increment - Prevailing Rate,162296
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0015,Schedule Salary Adjustments,22373
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0020,Overtime,683024
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0138,For Professional Services for Information Technology Maintenance,13558225
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0139,For Professional Services for Information Technology Development,14000000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3531210
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0142,Accounting and Auditing,75000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0149,For Software Maintenance and Licensing,8967998
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",2000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,604772
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0162,Repair/Maintenance of Equipment,2371699
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0166,"Dues, Subscriptions and Memberships",9000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0169,Technical Meeting Costs,18000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0181,Mobile Communication Services,5521260
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0189,Telephone - Non-Centrex Billings,2638500
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0190,Telephone - Centrex Billings,425000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0196,Data Circuits,1761000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,3824489
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0229,Transportation and Expense Allowance,90000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0245,Reimbursement to Travelers,20000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0330,Food,12000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,472836
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0350,Stationery and Office Supplies,21700
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0024,Compensatory Time Payment,36000000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0360,Repair Parts and Material,2784100
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0365,Electrical Supplies,115000
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0401,Tools Less Than or Equal to $100/Unit,43200
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0423,Communication Devices,33925
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9295,Consent Decree,726935
