fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0350,Stationery and Office Supplies,22873
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0446,For the Purchase of IT and Data Communication Hardware,8400
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,9438,For Services Provided by the Department of Fleet and Facilities Management,25000
LOCAL,0200,Water Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0005,Salaries and Wages - on Payroll,464616
LOCAL,0200,Water Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0015,Schedule Salary Adjustments,8773
LOCAL,0300,Vehicle Tax Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0005,Salaries and Wages - on Payroll,147084
LOCAL,0300,Vehicle Tax Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0015,Schedule Salary Adjustments,2070
LOCAL,0610,Chicago Midway Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0005,Salaries and Wages - on Payroll,412636
LOCAL,0610,Chicago Midway Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0015,Schedule Salary Adjustments,2070
LOCAL,0610,Chicago Midway Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,10000
LOCAL,0610,Chicago Midway Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0350,Stationery and Office Supplies,200
LOCAL,0740,Chicago O'Hare Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0005,Salaries and Wages - on Payroll,1782405
LOCAL,0740,Chicago O'Hare Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0015,Schedule Salary Adjustments,22486
LOCAL,0740,Chicago O'Hare Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,38000
LOCAL,0740,Chicago O'Hare Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0270,Local Transportation,300
LOCAL,0740,Chicago O'Hare Airport Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0350,Stationery and Office Supplies,600
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0005,Salaries and Wages - on Payroll,3490623
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0015,Schedule Salary Adjustments,69964
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0039,For the Employment of Students as Trainees,42330
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,31525
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0148,Testing and Inspecting,500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0149,For Software Maintenance and Licensing,6000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0152,Advertising,2000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0159,Lease Purchase Agreements for Equipment and Machinery,89000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0166,"Dues, Subscriptions and Memberships",500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0340,Material and Supplies,4500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0350,Stationery and Office Supplies,55363
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2103,Bureau of Finance and Administration,0446,For the Purchase of IT and Data Communication Hardware,30000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0005,Salaries and Wages - on Payroll,35007103
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0012,Contract Wage Increment - Prevailing Rate,500579
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0015,Schedule Salary Adjustments,59164
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0020,Overtime,1765821
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0091,Uniform Allowance,44000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0125,Office and Building Services,30817450
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0130,Postage,35000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,9270315
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0149,For Software Maintenance and Licensing,445209
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0157,Rental of Equipment and Services,1613535
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0160,Repair or Maintenance of Property,4992310
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0161,"Operation, Repair or Maintenance of Facilities",2000000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0162,Repair/Maintenance of Equipment,4783912
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0313,Cleaning and Sanitation Supplies,1420516
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0319,Clothing,91200
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0340,Material and Supplies,6351000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0342,"Drugs, Medicine and Chemical Materials",1440
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,9188,For Expenses Related to the Operation of Millennium Park,4952305
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0005,Salaries and Wages - on Payroll,4118779
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0015,Schedule Salary Adjustments,45673
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0020,Overtime,10980
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1381316
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0141,Appraisals,32000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0149,For Software Maintenance and Licensing,59550
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0155,Rental of Property,24583606
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0159,Lease Purchase Agreements for Equipment and Machinery,453000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0160,Repair or Maintenance of Property,719404
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0162,Repair/Maintenance of Equipment,51500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0166,"Dues, Subscriptions and Memberships",1625
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0169,Technical Meeting Costs,30020
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0179,Messenger Service,1500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0185,Waste Disposal Services,1000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0315,Motor Vehicle Diesel Fuel,4418860
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0319,Clothing,55500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0320,Gasoline,14775963
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0322,Natural Gas,5847259
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0325,Alternative Fuel,326053
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0331,Electricity,16640212
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0340,Material and Supplies,265325
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0350,Stationery and Office Supplies,481000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,9067,For Physical Exams,7470
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,9160,For Expenses Related to Services Provided by PBC,518635
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0005,Salaries and Wages - on Payroll,40557281
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0012,Contract Wage Increment - Prevailing Rate,577060
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0015,Schedule Salary Adjustments,43902
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0020,Overtime,2437755
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0091,Uniform Allowance,62800
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5082782
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0148,Testing and Inspecting,40025
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0149,For Software Maintenance and Licensing,424110
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0157,Rental of Equipment and Services,322000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0159,Lease Purchase Agreements for Equipment and Machinery,3282401
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0161,"Operation, Repair or Maintenance of Facilities",115755
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0162,Repair/Maintenance of Equipment,2575176
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0166,"Dues, Subscriptions and Memberships",5500
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0176,Maintenance and Operation of City Owned Vehicles,12925000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0185,Waste Disposal Services,7400
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0245,Reimbursement to Travelers,10000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0319,Clothing,10000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0322,Natural Gas,102045
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0338,"License Sticker, Tag and Plates",140000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0340,Material and Supplies,61650
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0342,"Drugs, Medicine and Chemical Materials",4230
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0345,Apparatus and Instruments,36000
LOCAL,0100,Corporate Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0360,Repair Parts and Material,27609148
