fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,2026744
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0015,Schedule Salary Adjustments,28127
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0039,For the Employment of Students as Trainees,4030
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0130,Postage,80
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,120037
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,517835
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0142,Accounting and Auditing,100020
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0149,For Software Maintenance and Licensing,31721
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,2500
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0157,Rental of Equipment and Services,45392
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0159,Lease Purchase Agreements for Equipment and Machinery,26346
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0166,"Dues, Subscriptions and Memberships",336190
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0179,Messenger Service,400
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0270,Local Transportation,1250
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0350,Stationery and Office Supplies,1500
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,City Treasurer's Office,9438,For Services Provided by the Department of Fleet and Facilities Management,10000
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,333193
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0015,Schedule Salary Adjustments,2049
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,92767
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,118729
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,153595
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,56471
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,57611
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,305782
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0015,Schedule Salary Adjustments,7394
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,78084
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,97943
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,983111
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0015,Schedule Salary Adjustments,3702
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,125058
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,291175
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0005,Salaries and Wages - on Payroll,423004
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0015,Schedule Salary Adjustments,4990
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0138,For Professional Services for Information Technology Maintenance,81908
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,City Treasurer's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,35513
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0005,Salaries and Wages - on Payroll,3403436
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0015,Schedule Salary Adjustments,37428
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0020,Overtime,1000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0039,For the Employment of Students as Trainees,20000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0130,Postage,90000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0138,For Professional Services for Information Technology Maintenance,1364512
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3354979
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0143,Court Reporting,30829
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0159,Lease Purchase Agreements for Equipment and Machinery,30307
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0162,Repair/Maintenance of Equipment,1375
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0166,"Dues, Subscriptions and Memberships",1530
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0169,Technical Meeting Costs,1170
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0179,Messenger Service,3850
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0229,Transportation and Expense Allowance,1750
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0340,Material and Supplies,16968
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0348,Books and Related Material,800
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0350,Stationery and Office Supplies,7440
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,9438,For Services Provided by the Department of Fleet and Facilities Management,21850
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0005,Salaries and Wages - on Payroll,34346659
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0015,Schedule Salary Adjustments,281711
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0020,Overtime,5000
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0130,Postage,81738
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0138,For Professional Services for Information Technology Maintenance,669055
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1219868
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0141,Appraisals,10000
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0143,Court Reporting,760325
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0145,Legal Expenses,20260
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0149,For Software Maintenance and Licensing,309593
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,8000
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0157,Rental of Equipment and Services,50886
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0159,Lease Purchase Agreements for Equipment and Machinery,117246
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0162,Repair/Maintenance of Equipment,4406
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0166,"Dues, Subscriptions and Memberships",158304
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0169,Technical Meeting Costs,46540
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0178,Freight and Express Charges,7378
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0229,Transportation and Expense Allowance,3510
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0245,Reimbursement to Travelers,12000
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0270,Local Transportation,15875
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0348,Books and Related Material,1800
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0350,Stationery and Office Supplies,45996
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,9438,For Services Provided by the Department of Fleet and Facilities Management,10683
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0005,Salaries and Wages - on Payroll,1746389
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0015,Schedule Salary Adjustments,11214
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0020,Overtime,470
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0130,Postage,4160
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0138,For Professional Services for Information Technology Maintenance,3670
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,48517
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0141,Appraisals,2500
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0143,Court Reporting,49458
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0145,Legal Expenses,12813
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0149,For Software Maintenance and Licensing,31340
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,1000
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0157,Rental of Equipment and Services,772
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0159,Lease Purchase Agreements for Equipment and Machinery,7832
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0162,Repair/Maintenance of Equipment,1202
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0166,"Dues, Subscriptions and Memberships",1786
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0169,Technical Meeting Costs,5740
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0178,Freight and Express Charges,644
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0229,Transportation and Expense Allowance,230
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0245,Reimbursement to Travelers,2200
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0270,Local Transportation,1788
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0348,Books and Related Material,150
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0350,Stationery and Office Supplies,3689
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,9438,For Services Provided by the Department of Fleet and Facilities Management,1323
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0005,Salaries and Wages - on Payroll,2134021
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0015,Schedule Salary Adjustments,4529
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0020,Overtime,470
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0130,Postage,3437
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0138,For Professional Services for Information Technology Maintenance,2200
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40294
